Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-4759	ZBTB8A	SMARCA4	OrigiMed	ZBTB8A-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5682	CARM1	SMARCA4	OrigiMed	CARM1-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10081	NFIC	SMARCA4	OrigiMed	NFIC-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9053	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4739	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6771	SCFD2	SMARCA4	OrigiMed	SCFD2-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1290	TRHDE	SMARCA4	OrigiMed	TRHDE-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2608	SMARCA4	NPHS1	OrigiMed	SMARCA4-NPHS1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8692	SMARCA4	KANK2	OrigiMed	SMARCA4-KANK2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6007	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10009	SMARCA4		OrigiMed	SMARCA4-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1757	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1736	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2745	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2033	SMARCA4	KDM4B	OrigiMed	SMARCA4-KDM4B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8697	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8293	SMARCA4	LDLR	OrigiMed	SMARCA4-LDLR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3711	MIR552	SMARCA4	OrigiMed	MIR552-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2780	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2554	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7608		SMARCA4	OrigiMed	Intergenic-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1673	SMARCA4	DGCR6L	OrigiMed	SMARCA4-DGCR6L	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2790	SMARCA4	PIN1	OrigiMed	SMARCA4-PIN1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2415	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3882	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8422	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0826	SMARCA4	LDLR	OrigiMed	SMARCA4-LDLR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3455	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8366	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5824	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6196	SMARCA4	LDLR	OrigiMed	SMARCA4-LDLR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1673	SMARCA4	MAD1L1	OrigiMed	SMARCA4-MAD1L1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8471	SH3GL1	SMARCA4	OrigiMed	SH3GL1-SMARCA4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8785	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0891	SMARCA4	LDLR	OrigiMed	SMARCA4-LDLR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1870	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5292	SMARCA4	FEM1A	OrigiMed	SMARCA4-FEM1A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5440	SMARCA4	SMARCA4	OrigiMed	SMARCA4-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6512	CHST8	SMARCB1	OrigiMed	CHST8-SMARCB1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9234	SMARCB1	IL17RA	OrigiMed	SMARCB1-IL17RA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4144	SMARCB1	SMARCB1	OrigiMed	SMARCB1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2492	SMARCB1	SMARCB1	OrigiMed	SMARCB1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6908	SMARCB1	MECOM	OrigiMed	SMARCB1-MECOM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7209	SMARCD1	PRTG	OrigiMed	SMARCD1-PRTG	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3212	SMARCD1	SMARCD1	OrigiMed	SMARCD1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1255	ASIC1	SMARCD1	OrigiMed	ASIC1-SMARCD1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7506	SOCS1	ZC3H7A	OrigiMed	SOCS1-ZC3H7A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5910	SOX10	SOX10	OrigiMed	SOX10-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9636		SOX9	OrigiMed	Intergenic-SOX9	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5538	SOX9	SOX9	OrigiMed	SOX9-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9614	SOX9	SOX9	OrigiMed	SOX9-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7613	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6675	SPEN	FAM131C	OrigiMed	SPEN-FAM131C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10084	SPEN	DDI2	OrigiMed	SPEN-DDI2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5725	SPEN	DDI2	OrigiMed	SPEN-DDI2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1867	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6537	SPEN	PLEKHM2	OrigiMed	SPEN-PLEKHM2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9167	SPEN	ZBTB17	OrigiMed	SPEN-ZBTB17	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5477	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3881	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10084	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1159	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5946	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9103	SPEN	SPEN	OrigiMed	SPEN-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0475	SPOP	TOM1L1	OrigiMed	SPOP-TOM1L1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0550	CHD5	SPTA1	OrigiMed	CHD5-SPTA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1420	SPTA1	SPTA1	OrigiMed	SPTA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6896	SPTA1		OrigiMed	SPTA1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1844	SPTA1	SPTA1	OrigiMed	SPTA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5492	SPTA1	FCGR2C	OrigiMed	SPTA1-FCGR2C	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4046	SPTA1	KIF26B	OrigiMed	SPTA1-KIF26B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8124	SPTA1	SLAMF1	OrigiMed	SPTA1-SLAMF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5610	SPTA1	PDE4DIP	OrigiMed	SPTA1-PDE4DIP	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8175	SPTA1	SPTA1	OrigiMed	SPTA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7489	SPTA1	SPTA1	OrigiMed	SPTA1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9547	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5001		SS18	OrigiMed	Intergenic-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9896	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4632	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6418	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6427	SLC25A37	SS18	OrigiMed	SLC25A37-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7651	SS18	TAF4B	OrigiMed	SS18-TAF4B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10191	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9897	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4131	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4999	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1975	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7651	SS18		OrigiMed	SS18-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3098	SS18	SS18	OrigiMed	SS18-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6515	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7197	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8058		SS18	OrigiMed	Intergenic-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7610	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7387	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1130	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5606	SS18	ZNF521	OrigiMed	SS18-ZNF521	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2110	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5519	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1855	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2343	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6272	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2404	SS18		OrigiMed	SS18-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9894	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6225	SS18		OrigiMed	SS18-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7260	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9891	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7249	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3429	SS18		OrigiMed	SS18-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6796	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6427	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2457	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2494	SFXN1	SS18	OrigiMed	SFXN1-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7568		SS18	OrigiMed	Intergenic-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6461	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6428	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8761	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0693	SS18	SS18	OrigiMed	SS18-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5675	SS18	SSX2	OrigiMed	SS18-SSX2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9236	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2371	SSX1	IL1RAPL1	OrigiMed	SSX1-IL1RAPL1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4911	SS18	SSX1	OrigiMed	SS18-SSX1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8443	STAG2	STAG2	OrigiMed	STAG2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6530	STAG2		OrigiMed	STAG2-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3524	STAG2	STAG2	OrigiMed	STAG2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1466	STAG2	STAG2	OrigiMed	STAG2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1050	STAG2	STAG2	OrigiMed	STAG2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2716	STK11	NFIX	OrigiMed	STK11-NFIX	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10003		STK11	OrigiMed	Intergenic-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3541	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3842	STK11	SBNO2	OrigiMed	STK11-SBNO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5039	STK11	SBNO2	OrigiMed	STK11-SBNO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3483	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1673	STK11	SBNO2	OrigiMed	STK11-SBNO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6464		STK11	OrigiMed	Intergenic-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0756	LOC100132735	STK11	OrigiMed	LOC100132735-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8534	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6865	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7675	DAZAP1	STK11	OrigiMed	DAZAP1-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9480	STK11	STK11	OrigiMed	STK11-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6319		STK11	OrigiMed	Intergenic-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2524	STK11	SORCS3	OrigiMed	STK11-SORCS3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6218		STK11	OrigiMed	Intergenic-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1271	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9048	STK11	SBNO2	OrigiMed	STK11-SBNO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2298	STK11	AGPAT3	OrigiMed	STK11-AGPAT3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6474	STK11	SBNO2	OrigiMed	STK11-SBNO2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1002	SBNO2	STK11	OrigiMed	SBNO2-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5501		STK11	OrigiMed	Intergenic-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0615	SBNO2	STK11	OrigiMed	SBNO2-STK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8484	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4241	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3722	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3883	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7529	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1395	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0345	STK11	STK11	OrigiMed	STK11-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5494		SUFU	OrigiMed	Intergenic-SUFU	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7529	SUFU	SUFU	OrigiMed	SUFU-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5393	SUFU	SUFU	OrigiMed	SUFU-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4064	SYK	SYK	OrigiMed	SYK-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2356	TCF7L2	TCF7L2	OrigiMed	TCF7L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4830	TCF7L2	TCF7L2	OrigiMed	TCF7L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8304	TCF7L2	TCF7L2	OrigiMed	TCF7L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7887	TCF7L2	TCF7L2	OrigiMed	TCF7L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3881	TCF7L2	TCF7L2	OrigiMed	TCF7L2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4829	UBA6	TEK	OrigiMed	UBA6-TEK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3764	TEK	TEK	OrigiMed	TEK-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5820	AMACR	TERT	OrigiMed	AMACR-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8204	SLC12A7	TERT	OrigiMed	SLC12A7-TERT	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6650	LOC100288152	TERT	OrigiMed	LOC100288152-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8027	BRD9	TERT	OrigiMed	BRD9-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4291	ADGRV1	TERT	OrigiMed	ADGRV1-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2198	SLC12A7	TERT	OrigiMed	SLC12A7-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9779		TERT	OrigiMed	Intergenic-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2057	LINC01021	TERT	OrigiMed	LINC01021-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7253	CREBRF	TERT	OrigiMed	CREBRF-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1427	SLC12A7	TERT	OrigiMed	SLC12A7-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7263	DMXL1	TERT	OrigiMed	DMXL1-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4022	LIFR	TERT	OrigiMed	LIFR-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3336	SAR1A	TERT	OrigiMed	SAR1A-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7377	BRD9	TERT	OrigiMed	BRD9-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8010	MTMR12	TERT	OrigiMed	MTMR12-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1358	TRIP13	TERT	OrigiMed	TRIP13-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4481	HCN1	TERT	OrigiMed	HCN1-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7779	KLC1	TERT	OrigiMed	KLC1-TERT	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-9459	BRD9	TERT	OrigiMed	BRD9-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6121	EXOC3	TERT	OrigiMed	EXOC3-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7421	EML6	TERT	OrigiMed	EML6-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2435	TERT	TERT	OrigiMed	TERT-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1151	CLPTM1L	TERT	OrigiMed	CLPTM1L-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1791	QRICH1	TERT	OrigiMed	QRICH1-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5530	BRD9	TERT	OrigiMed	BRD9-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6503	ADCY8	TERT	OrigiMed	ADCY8-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6596	ANKH	TERT	OrigiMed	ANKH-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8864	CPEB4	TERT	OrigiMed	CPEB4-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4926	BRD9	TERT	OrigiMed	BRD9-TERT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4259	TERT	SDC4	OrigiMed	TERT-SDC4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10081	TET1	TET1	OrigiMed	TET1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3046	TET1	TET1	OrigiMed	TET1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3833	TET1	TET1	OrigiMed	TET1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2431	TET2	PCDH10-DT	OrigiMed	TET2-PCDH10-DT	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3943	SORCS2	TET2	OrigiMed	SORCS2-TET2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2431	TET2	TXK	OrigiMed	TET2-TXK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9140	STRN	TET3	OrigiMed	STRN-TET3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5728	TET3		OrigiMed	TET3-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8289	TET3	SMC1B	OrigiMed	TET3-SMC1B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4106	TET3	TET3	OrigiMed	TET3-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5532	ASPSCR1	TFE3	OrigiMed	ASPSCR1-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9692	NONO	TFE3	OrigiMed	NONO-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3488	ASPSCR1	TFE3	OrigiMed	ASPSCR1-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-10064	PRCC	TFE3	OrigiMed	PRCC-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9691	ASPSCR1	TFE3	OrigiMed	ASPSCR1-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7070		TFE3	OrigiMed	Intergenic-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10091	SFPQ	TFE3	OrigiMed	SFPQ-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-10069	SFPQ	TFE3	OrigiMed	SFPQ-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3279	MED15	TFE3	OrigiMed	MED15-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9733	NONO	TFE3	OrigiMed	NONO-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9688	MED15	TFE3	OrigiMed	MED15-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9685	ASPSCR1	TFE3	OrigiMed	ASPSCR1-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6770	MATR3	TFE3	OrigiMed	MATR3-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5081	ASPSCR1	TFE3	OrigiMed	ASPSCR1-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3132	CLTC	TFE3	OrigiMed	CLTC-TFE3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
